Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR
Lasso Coulibaly,CIV,"MF,DF",Auxerre,23-065,2002,2.3,115,3,18,48,53,7,115,14,10,71.4,4,28.6,75,638,300,7,3,5,9,3,64,15
Mamadou Coulibaly,FRA,MF,Monaco,21-246,2004,7.4,478,17,85,293,107,7,478,16,7,43.8,9,56.3,263,1431,603,13,6,6,20,3,339,23
Soumaïla Coulibaly,FRA,DF,Brest,22-070,2003,8.0,504,77,265,226,15,8,504,1,0,0.0,0,0.0,332,1454,863,4,2,0,5,0,337,0
Marius Courcoul,FRA,MF,Angers,18-356,2007,1.8,91,6,31,51,9,1,91,3,1,33.3,2,66.7,30,194,80,1,0,0,3,2,47,4
Nicolas Cozza,FRA,DF,Nantes,26-349,1999,9.3,457,39,190,188,89,8,457,14,7,50.0,6,42.9,221,1308,711,15,9,0,9,3,230,17
Charlie Cresswell,ENG,DF,Toulouse,23-128,2002,16.0,959,178,520,388,55,42,959,0,0,,0,,511,2321,1170,6,3,0,3,3,597,5
Kévin Danois,FRA,MF,Auxerre,21-178,2004,13.8,810,9,143,455,227,7,810,24,15,62.5,7,29.2,460,2619,1272,27,17,2,26,20,534,28
Dante,BRA,DF,Nice,42-066,1983,1.5,100,14,47,49,5,1,100,0,0,,0,,54,239,132,0,4,0,1,0,70,0
Mathys De Carvalho,FRA,MF,Lyon,20-236,2005,3.0,220,11,48,137,38,6,220,1,1,100.0,0,0.0,126,674,390,5,3,1,5,3,145,3
Jeffrey De Lange,NED,GK,Marseille,27-266,1998,3.0,94,85,94,0,0,0,94,0,0,,0,,67,215,85,0,0,0,0,0,60,0
Théo De Percin,MTQ,GK,Auxerre,24-324,2001,2.5,91,62,89,2,0,0,91,0,0,,0,,51,172,99,0,0,0,0,0,42,0
Thibault De Smet,BEL,DF,Paris FC,27-201,1998,9.5,633,31,229,289,120,9,633,3,2,66.7,1,33.3,308,1512,806,15,11,2,5,2,397,31
Romain Del Castillo,FRA,"FW,MF",Brest,29-269,1996,14.0,792,5,72,341,391,29,785,49,16,32.7,33,67.3,435,2005,840,32,21,6,44,19,473,101
Thomas Delaine,FRA,"DF,FW",Le Havre,33-274,1992,2.2,182,3,48,89,46,3,182,2,2,100.0,0,0.0,114,575,356,11,7,1,1,0,121,12
Ousmane Dembélé,FRA,FW,Paris S-G,28-222,1997,3.7,364,2,8,122,235,24,361,14,6,42.9,7,50.0,223,1304,651,22,16,6,4,5,309,29
Jessy Deminguet,FRA,MF,Metz,27-350,1998,10.7,508,20,155,292,67,6,508,11,7,63.6,4,36.4,335,1851,674,12,10,0,6,14,370,16
Rémy Descamps,FRA,GK,Lyon,29-181,1996,4.0,134,115,134,0,0,0,134,0,0,,0,,92,446,264,0,0,0,0,0,73,0
Bahmed Deuff,MTN,"MF,FW",Nantes,19-285,2006,2.5,100,8,25,46,30,5,100,6,2,33.3,4,66.7,48,444,233,7,4,1,9,5,56,5
Habib Diallo,SEN,FW,Metz,30-188,1995,10.2,227,13,20,117,91,34,226,15,6,40.0,8,53.3,125,617,215,11,7,6,24,14,164,29
Soriba Diaoune,FRA,"FW,MF",Lille,18-131,2007,0.2,11,0,0,5,6,3,11,2,2,100.0,0,0.0,8,61,33,1,0,2,0,2,9,4
Krépin Diatta,SEN,"DF,FW",Monaco,26-301,1999,7.3,463,22,95,227,151,15,463,8,4,50.0,2,25.0,216,976,474,16,16,3,9,3,257,53
Mory Diaw,SEN,GK,Le Havre,32-184,1993,16.0,648,531,641,7,1,1,648,0,0,,0,,387,1955,1130,0,0,0,1,0,302,0
Junior Diaz,CIV,DF,Brest,22-153,2003,7.2,360,56,188,160,16,8,360,2,2,100.0,0,0.0,197,921,517,4,4,1,4,0,229,3
Nouha Dicko,MLI,FW,Paris FC,33-223,1992,0.8,24,1,2,7,15,4,24,0,0,,0,,12,58,42,1,3,0,1,1,19,10
Bamba Dieng,SEN,"FW,MF",Lorient,25-275,2000,0.7,18,1,2,3,13,8,18,0,0,,0,,7,17,14,1,0,0,1,3,16,2
Eric Dier,ENG,DF,Monaco,31-342,1994,6.0,550,50,189,341,22,4,550,0,0,,0,,331,1559,945,2,5,0,2,0,429,5
Junior Dina Ebimbe,FRA,"FW,MF",Brest,25-032,2000,3.9,106,3,19,41,47,18,106,2,0,0.0,1,50.0,46,216,98,5,3,4,9,4,57,11
Sinaly Diomande,CIV,DF,Auxerre,24-258,2001,5.7,282,40,159,110,18,5,282,2,2,100.0,0,0.0,158,641,381,2,2,0,5,0,185,0
Sérigné Diop,SEN,FW,Brest,20-225,2005,0.1,5,0,0,3,2,1,5,1,1,100.0,0,0.0,2,4,3,0,0,0,0,1,2,0
Sofiane Diop,MAR,"MF,FW",Nice,25-197,2000,11.0,530,7,79,294,167,31,528,28,12,42.9,13,46.4,378,1935,886,20,10,3,22,20,405,56
Andy Diouf,FRA,MF,Lens,22-220,2003,1.0,53,0,6,25,23,5,53,5,3,60.0,2,40.0,36,202,105,3,3,1,3,2,36,4
Yehvann Diouf,SEN,GK,Nice,26-037,1999,16.0,581,504,576,5,0,0,581,1,1,100.0,0,0.0,387,1605,936,0,0,0,0,0,307,0
Assane Dioussé,SEN,MF,Auxerre,28-094,1997,2.0,141,6,23,89,31,1,141,1,0,0.0,1,100.0,86,466,210,2,3,0,2,2,92,1
Harouna Djibrin,CMR,FW,Angers,19-048,2006,1.5,63,4,13,23,30,12,63,7,2,28.6,5,71.4,37,366,203,9,5,5,3,1,36,8
Lohann Doucet,FRA,MF,Paris FC,23-100,2002,1.3,67,3,19,32,16,2,67,3,2,66.7,1,33.3,32,204,116,2,1,1,1,2,55,1
Fodé Doucouré,MLI,"MF,FW",Le Havre,24-323,2001,7.4,398,12,71,148,180,24,398,10,3,30.0,7,70.0,186,939,463,14,13,2,14,6,232,57
Désiré Doué,FRA,"FW,MF",Paris S-G,20-203,2005,4.0,315,3,24,102,194,31,315,28,7,25.0,20,71.4,195,1320,524,22,11,15,9,13,253,46
Guela Doué,CIV,DF,Strasbourg,23-067,2002,11.1,868,40,252,500,124,8,868,17,7,41.2,8,47.1,554,2004,967,18,14,0,18,14,587,31
Ismaël Doukouré,FRA,"DF,MF",Strasbourg,22-152,2003,10.2,741,52,271,432,43,5,741,5,4,80.0,1,20.0,495,2014,1016,9,4,0,8,6,573,7
Kamory Doumbia,MLI,MF,Brest,22-308,2003,10.1,485,4,57,255,181,31,485,27,7,25.9,18,66.7,288,1249,529,12,22,7,36,13,302,34
Aron Dønnum,NOR,"MF,DF",Toulouse,27-247,1998,13.0,677,11,95,307,288,33,674,36,15,41.7,19,52.8,391,2473,1277,39,21,17,23,19,418,72
Simon Ebonog,CMR,MF,Le Havre,21-129,2004,6.1,229,12,61,118,62,9,229,13,6,46.2,6,46.2,116,748,360,11,13,2,12,9,114,15
Noah Edjouma,FRA,"MF,FW",Toulouse,20-080,2005,2.6,116,5,16,43,60,15,116,20,7,35.0,12,60.0,74,609,329,14,6,3,10,7,74,25
Odsonne Édouard,FRA,FW,Lens,27-341,1998,9.2,242,19,34,119,94,33,241,17,8,47.1,7,41.2,122,712,312,10,7,5,24,21,167,41
CJ Egan-Riley,ENG,DF,Marseille,22-355,2003,4.6,446,32,183,249,15,2,446,3,1,33.3,2,66.7,332,1637,932,3,2,0,3,1,356,2
Jacques Ekomie,GAB,DF,Angers,22-126,2003,11.9,669,27,241,295,142,15,669,13,5,38.5,8,61.5,297,1606,911,29,13,4,23,9,340,41
Breel Embolo,SUI,FW,Rennes,28-312,1997,9.5,259,8,41,106,119,37,259,20,7,35.0,13,65.0,146,676,248,7,6,3,21,15,194,44
Emanuel Emegha,NED,FW,Strasbourg,22-323,2003,4.6,82,4,14,28,41,20,82,6,2,33.3,4,66.7,49,274,145,4,2,4,9,1,59,13
Emersonn,BRA,FW,Toulouse,21-160,2004,8.7,248,7,17,91,146,52,248,20,7,35.0,12,60.0,114,606,306,12,13,5,34,4,164,44
Julio Enciso,PAR,"MF,FW",Strasbourg,21-334,2004,6.7,328,6,43,176,113,16,328,35,21,60.0,13,37.1,228,1276,658,17,15,6,15,15,258,40
Ansu Fati,ESP,"MF,FW",Monaco,23-053,2002,4.7,229,2,21,123,86,28,225,12,5,41.7,7,58.3,127,641,321,11,7,2,12,3,160,31
Abdoulaye Faye,SEN,DF,Lorient,21-092,2004,6.4,438,73,249,167,23,10,438,3,2,66.7,1,33.3,260,1274,661,1,2,0,0,3,294,1
Matias Fernandez-Pardo,BEL,FW,Lille,20-323,2005,9.8,409,0,19,107,291,69,409,29,13,44.8,14,48.3,287,2403,1427,65,30,34,16,10,327,119
Jonathan Fischer,DEN,GK,Metz,24-044,2001,15.2,687,588,685,2,0,0,687,0,0,,0,,468,1911,1090,0,0,0,0,0,433,0
Malick Fofana,BEL,FW,Lyon,20-267,2005,8.0,322,3,38,116,172,46,322,25,7,28.0,13,52.0,223,1556,935,35,22,18,18,3,253,95
Rayan Fofana,FRA,FW,Lens,19-314,2006,5.0,180,5,14,89,81,32,180,13,5,38.5,7,53.8,98,554,233,8,3,8,16,9,129,34
Seko Fofana,CIV,MF,Rennes,30-230,1995,7.3,423,10,56,229,145,12,423,21,12,57.1,8,38.1,258,1825,800,23,21,4,8,7,352,40
Przemysław Frankowski,POL,DF,Rennes,30-255,1995,9.0,586,26,158,223,210,8,586,7,4,57.1,3,42.9,267,1080,470,9,14,2,11,6,375,57
Ismaëlo Ganiou,BFA,DF,Lens,20-284,2005,4.8,328,25,144,166,18,5,328,3,1,33.3,2,66.7,185,654,267,2,0,0,7,1,229,1
Ulisses Garcia,SUI,DF,Marseille,29-346,1996,2.3,120,6,25,68,29,2,120,3,1,33.3,2,66.7,68,336,133,4,2,1,2,0,78,7
Jean-Philippe Gbamin,CIV,DF,Metz,30-089,1995,15.2,1203,218,765,424,24,10,1203,14,11,78.6,3,21.4,812,4389,2268,14,10,0,12,11,873,0
Yann Gboho,FRA,"MF,FW",Toulouse,24-343,2001,14.0,513,2,40,225,264,66,513,71,38,53.5,31,43.7,382,2805,1656,58,39,23,30,32,411,93
