Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches
359,Marcus Pedersen,no NOR,DF,Feyenoord,22,2000,23.5,966,1177,82.1,15285,2783,497,546,91.0,392,463,84.7,57,105,54.3,2,2.3,2.7,-0.3,30,61,22,14,54,Matches
360,Joey Pelupessy,id IDN,MF,Groningen,29,1993,14.8,416,471,88.3,7658,1765,170,188,90.4,186,201,92.5,51,59,86.4,0,0.1,0.3,-0.1,2,45,2,0,33,Matches
361,Ricardo Pepi,us USA,FW,Groningen,19,2003,27.3,411,540,76.1,5881,578,206,267,77.2,150,174,86.2,18,24,75.0,3,2.8,2.2,+0.2,30,14,12,2,30,Matches
362,Vincent Pichel,nl NED,"MF,FW",Cambuur,20,2001,0.8,9,13,69.2,129,43,4,4,100.0,4,4,100.0,0,2,0.0,0,0.0,0.0,0.0,1,1,0,0,2,Matches
363,Kik Pierie,nl NED,DF,Excelsior,22,2000,6.5,203,265,76.6,4393,1521,54,63,85.7,115,128,89.8,34,69,49.3,1,1.1,0.1,-0.1,4,14,1,0,13,Matches
364,Ivo Pinto,pt POR,DF,Fortuna Sittard,32,1990,25.7,900,1226,73.4,16113,7920,394,454,86.8,389,505,77.0,99,185,53.5,4,1.5,2.4,+2.5,16,78,30,19,106,Matches
365,Michael Pinto,lu LUX,DF,Sparta R'dam,29,1993,30.7,1630,1966,82.9,29011,9770,750,818,91.7,657,772,85.1,190,294,64.6,4,2.7,3.5,+1.3,32,99,47,30,129,Matches
366,Brian Plat,nl NED,DF,Volendam,22,2000,24.4,566,812,69.7,9713,3508,272,338,80.5,237,316,75.0,47,105,44.8,0,0.4,0.3,-0.4,7,45,0,0,60,Matches
367,Julio Pleguezuelo,es ESP,DF,Twente,25,1997,13.3,571,708,80.6,10787,4144,217,239,90.8,291,332,87.7,56,116,48.3,0,0.1,0.9,-0.1,4,46,2,1,46,Matches
368,Romano Postema,nl NED,"MF,FW",Groningen,20,2002,0.4,9,9,100.0,160,54,5,5,100.0,3,3,100.0,1,1,100.0,0,0.1,0.0,-0.1,1,1,0,0,2,Matches
369,Dirk Proper,nl NED,MF,NEC Nijmegen,20,2002,30.6,1238,1412,87.7,20435,5984,613,692,88.6,451,487,92.6,118,142,83.1,1,1.4,1.4,-0.4,29,118,16,0,133,Matches
370,Davy Pröpper,nl NED,MF,Vitesse,30,1991,1.0,40,50,80.0,809,390,16,21,76.2,12,15,80.0,9,10,90.0,0,0.4,0.4,-0.4,4,2,0,0,4,Matches
371,Robin Pröpper,nl NED,DF,Twente,28,1993,27.5,1508,1793,84.1,29550,11752,554,606,91.4,759,833,91.1,189,321,58.9,2,1.0,1.2,+1.0,11,150,9,0,131,Matches
372,Stipe Radić,hr CRO,DF,Fortuna Sittard,22,2000,3.1,127,145,87.6,2862,1127,25,26,96.2,78,84,92.9,24,34,70.6,0,0.0,0.0,0.0,0,9,0,0,13,Matches
